id,name,latitude,longitude,address,currently_open,pv_current_in,pv_energy_level,rate_current,rate_predicted,active,last_updated
2e90a083-649a-432c-a32b-b2d90fd65164,Tampines/Tampines Street 22/Blk 274,1.348438,103.950524,Blk 272/275 Tampines Street 22,true,0,0,0.35,,true,2023-07-14 20:56:29.059062
ae9ed536-13a7-4f08-92a7-00d941a3479a,Bukit Merah/Bukit Merah View/Blk 129A/Deck 2A,1.283532,103.823372,129A Bukit Merah View,true,0,0,0.45,,true,2023-07-14 20:56:29.059062
5e78f8f6-9f57-4fb5-87e4-895f449e3005,Bukit Timah/Queens Road/Blk 4/Deck 1A,1.318738,103.808169,4 Queen's Road,true,0,0,0.37,,true,2023-07-14 20:56:29.059062
89120566-1668-453e-a202-d604ff548035,Hougang/Hougang Street 61/Blk 688,1.37595,103.885492,Blk 685/691 Hougang Street 61,true,0,0,0.33,,true,2023-07-14 20:56:29.059062
be9250b3-deea-463f-b29a-fffff1e68634,Yishun/Yishun Avenue 3/Blk 769,1.424284,103.833346,773 Yishun Avenue 3,true,0,0,0.3,,true,2023-07-14 20:56:29.059062
8b3a8f8a-662c-4bdb-bbe9-447299c42622,Yishun/Yishun Ring Road/Blk 809,1.416833,103.83048,800-812 Yishun Ring Road,true,0,0,0.31,,true,2023-07-14 20:56:29.059062
2ff8679d-56e9-486f-924b-50bc5ea2458b,Geylang/Eunos Crescent/Blk 31A/Deck 1A,1.320225,103.9017609,31A Eunos Crescent,true,0,0,0.38,,true,2023-07-14 20:56:29.059062
3b6333e3-5b8c-47fb-928d-e1af945a4ae7,Clementi/West Coast Road/Blk 708,1.306052,103.761812,704-714 West Coast Road,true,0,0,0.32,,true,2023-07-14 20:56:29.059062
265d458d-1207-470b-86b4-83b0ab9bd0b6,Bedok/Bedok South Avenue 3/Behind Blk 69,1.319455,103.943098,69 Bedok South Avenue 3,true,0,0,0.4,,true,2023-07-14 20:56:29.059062
0084f95d-a38b-4edb-8435-054e6de384b7,Kembangan/21 Jalan Masjid/Beside Kembangan Plaza,1.320397,103.912296,21 Jalan Masjid,true,0,0,0.48,,true,2023-07-14 20:56:29.059062
0b572de9-0d91-44d4-9901-b6e4f1b0d80b,Bukit Batok/Bukit Batok Street 52/Blk 537,1.355013,103.751187,537 Bukit Batok Street 52,true,0,0,0.41,,true,2023-07-14 20:56:29.059062
732656cf-954e-41fc-aa60-5db95e338ae5,Jurong East/8 Jurong Town Hall Road/JTC Summit/Deck B2,1.33115,103.74184,8 Jurong Town Hall Road,true,0,0,0.54,,true,2023-07-14 20:56:29.059062
b1da46ab-370f-40ec-84a1-d6c64820c1bf,Ang Mo Kio/Ang Mo Kio Avenue 9/Blk 627,1.382052,103.841393,627 Ang Mo Kio Avenue 9,true,0,0,0.38,,true,2023-07-14 20:56:29.059062
8d99da4e-7e3c-48ca-9f25-7acfa010ebfc,Punggol/Punggol Place/Blk 273/Deck 1,1.402703,103.901963,273 Punggol Place,true,0,0,0.36,,true,2023-07-14 20:56:29.059062
3b8fe527-46c9-40f4-857a-b28a8de5a361,Tampines/Tampines Street 91/Blk 921A/Deck 1A,1.347284,103.941371,921A Tampines Street 91,true,0,0,0.44,,true,2023-07-14 20:56:29.059062
da074605-d2ab-47eb-9656-2f5d155a5de0,Jurong East/Jurong East Street 21/Blk 230,1.341813,103.737565,215-230 Jurong East Street 21,true,0,0,0.41,,true,2023-07-14 20:56:29.059062
c2cd58fe-773b-4740-8287-1e5a068efc3d,Ang Mo Kio/Ang Mo Kio Avenue 6/Blk 123,1.370392,103.844376,123 Ang Mo Kio Avenue 6,true,0,0,0.38,,true,2023-07-14 20:56:29.059062
811b55a4-eab2-4b3a-9a56-73adaab12ecf,Jurong West/Jurong West Street 81/Blk 854A/Deck 1A,1.347775,103.696495,854A Jurong West Street 81,true,0,0,0.5,,true,2023-07-14 20:56:29.059062
20575cfd-1f0a-4ae7-91a9-88003b321753,Clementi/Clementi Avenue 2/Blk 334/Beside Caltex,1.314724,103.768296,334 Clementi Avenue 2,true,0,0,0.48,,true,2023-07-14 20:56:29.059062
d6206efc-08a1-42a4-b2e8-9fcb898cdc91,Bukit Batok/Bukit Batok Street 34/Blk 346,1.362466,103.750963,346 Bukit Batok Street 34,true,0,0,0.41,,true,2023-07-14 20:56:29.059062
ceab2b5e-68b1-49fa-baab-94c3bea92729,Tampines/Tampines Street 83/Blk 851,1.353051,103.935061,851 Tampines Street 83,true,0,0,0.35,,true,2023-07-14 20:56:29.059062
4d89e5e6-cd25-4177-8aa5-205fc9160b73,Serangoon/Upper Serangoon View/Blk 476/Deck 3,1.37738,103.903721,476 Upper Serangoon View,true,0,0,0.45,,true,2023-07-14 20:56:29.059062
